timestamp,L_hip_joint,L_hip2_joint,L_thigh_joint,L_calf_joint,L_toe_joint
0.0,5.232095645624213e-07,2.5518897018628195e-05,2.119113595711042e-08,-1.1670636013150215e-07,-3.504635742501705e-06
0.005,-0.0008543293224647641,-0.0139538012444973,-0.02740003727376461,-0.00016168307047337294,-0.015393818728625774
0.01,-0.0010864322539418936,-0.04455988109111786,-0.034529540687799454,0.0004490034480113536,0.23469029366970062
0.015,-0.012090697884559631,-0.08013740181922913,-0.14449819922447205,0.2531702220439911,-0.01515640877187252
0.02,-0.015051940456032753,-0.11297663301229477,-0.28906387090682983,0.5084547996520996,-0.26363837718963623
0.025,-0.016859550029039383,-0.14075520634651184,-0.4642220437526703,0.7622992992401123,-0.5137236714363098
0.03,-0.024410048499703407,-0.15660257637500763,-0.6702008843421936,1.0073915719985962,-0.6380917429924011
0.035,-0.03297116607427597,-0.1529158055782318,-0.9084793329238892,1.2581090927124023,-0.48164281249046326
0.04,-0.03790421411395073,-0.1251520961523056,-1.132833480834961,1.4831486940383911,-0.3964991271495819
0.045,-0.02053002640604973,-0.09491465985774994,-1.2316579818725586,1.4458190202713013,-0.389724463224411
0.05,-0.007603656500577927,-0.06498590111732483,-1.273639440536499,1.4179964065551758,-0.3982314169406891
0.055,-0.001481967861764133,-0.04513039067387581,-1.2882856130599976,1.483657717704773,-0.4019007980823517
0.06,-0.0030545147601515055,-0.04722760617733002,-1.2372796535491943,1.4913212060928345,-0.40530019998550415
0.065,-0.013458117842674255,-0.0724513977766037,-1.1333426237106323,1.4426316022872925,-0.3994816839694977
0.07,-0.03608088195323944,-0.09134045243263245,-1.0290716886520386,1.429354190826416,-0.38684242963790894
0.075,-0.05647052451968193,-0.10322732478380203,-0.959339439868927,1.4533942937850952,-0.38584136962890625
0.08,-0.059918396174907684,-0.10895947366952896,-0.9352642893791199,1.4793734550476074,-0.3961881399154663
0.085,-0.0471302755177021,-0.11122281104326248,-0.9554034471511841,1.4850746393203735,-0.4027983546257019
0.09,-0.039796847850084305,-0.09913313388824463,-1.008118987083435,1.463782787322998,-0.40043410658836365
0.095,-0.027766093611717224,-0.08137582987546921,-1.0665123462677002,1.4275022745132446,-0.39186254143714905
0.1,-0.011883929371833801,-0.06983369588851929,-1.112726092338562,1.412272572517395,-0.38618984818458557
0.105,-0.004011918790638447,-0.06995633244514465,-1.134409785270691,1.4237196445465088,-0.384999543428421
0.11,-0.015533464960753918,-0.06873112916946411,-1.1222639083862305,1.4333550930023193,-0.38595661520957947
0.115,-0.02846124768257141,-0.0731884315609932,-1.0832469463348389,1.433383584022522,-0.3839579224586487
0.12,-0.03387465327978134,-0.08429105579853058,-1.0380865335464478,1.4357774257659912,-0.38270118832588196
0.125,-0.03491513803601265,-0.09930281341075897,-1.0059863328933716,1.444053292274475,-0.3837323486804962
